"This data is licensed under a Creative Commons Attribution-NonCommercial License. http://creativecommons.org/licenses/by-nc/3.0/us/"
"Quote ID","End ID","Who ID","Who (Normalized)","Is Continued?","Is Inner?","Is Auto-generated?"
"01001003.1","01001003.2","01001003.02","God","0","0","0"
"01001006.1","01001006.2","01001006.02","God","0","0","0"
"01001009.1","01001009.2","01001009.02","God","0","0","0"
"01001011.1","01001011.2","01001011.02","God","0","0","0"
"01001014.1","01001015.1","01001014.02","God","0","0","0"
"01001020.1","01001020.2","01001020.02","God","0","0","0"
"01001022.1","01001022.2","01001022.02","God","0","0","0"
"01001024.1","01001024.2","01001024.02","God","0","0","0"
"01001026.1","01001026.2","01001026.02","God","0","0","0"
"01001028.1","01001028.2","01001028.06","God","0","0","0"
"01001029.1","01001030.1","01001029.02","God","0","0","0"
"01002016.1","01002017.1","01002016.03 01002016.04","God","0","0","0"
"01002018.1","01002018.2","01002018.03 01002018.04","God","0","0","0"
"01002023.1","01002023.2","01002023.03","Adam","0","0","0"
"01003001.1","01003001.4","01003001.05","Satan","0","0","0"
"01003001.2","01003001.3","01003001.28","@God","0","1","0"
"01003002.1","01003003.3","01003002.03","Eve","0","0","0"
"01003003.1","01003003.2","01003003.02","@God","0","1","0"
"01003004.1","01003005.1","01003004.03","Satan","0","0","0"
"01003009.1","01003009.2","01003009.03 01003009.04","God","0","0","0"
"01003010.1","01003010.2","01003010.02","Adam","0","0","0"
"01003011.1","01003011.2","01003011.01","God","0","0","0"
"01003012.1","01003012.2","01003012.02","Adam","0","0","0"
"01003013.1","01003013.2","01003013.03 01003013.04","God","0","0","0"
"01003013.3","01003013.4","01003013.17","Eve","0","0","0"
"01003014.1","01003015.1","01003014.02 01003014.03","God","0","0","0"
"01003016.1","01003016.2","01003016.04","God","0","0","0"
"01003017.1","01003019.1","01003017.04","God","0","0","0"
"01003017.2","01003017.3","01003017.24","@God","0","1","0"
"01003022.1","01003022.2","01003022.03 01003022.04","God","0","0","0"
"01004001.1","01004001.2","01004001.07","Eve","0","0","0"
"01004006.1","01004007.1","01004006.02","God","0","0","0"
"01004009.1","01004009.2","01004009.03","God","0","0","0"
"01004009.3","01004009.4","01004009.12","Cain","0","0","0"
"01004010.1","01004012.1","01004010.03","God","0","0","0"
"01004013.1","01004014.1","01004013.01","Cain","0","0","0"
"01004015.1","01004015.2","01004015.03","God","0","0","0"
"01004023.1","01004024.1","01004023.01","Lamech","0","0","0"
"01004025.1","01004025.2","01004025.18","Eve","0","0","0"
"01005029.1","01005029.2","01005028.02","Lamech","0","0","0"
"01006003.1","01006003.2","01006003.03","God","0","0","0"
"01006007.1","01006007.2","01006007.03","God","0","0","0"
"01006013.1","01006021.1","01006013.02","God","0","0","0"
"01007001.1","01007004.1","01007001.03","Lord","0","0","0"
"01008016.1","01008017.1","01008015.02","God","0","0","0"
"01008021.1","01008022.1","01008021.10","Lord","0","0","0"
"01009001.1","01009007.1","01009001.02","God","0","0","0"
"01009009.1","01009011.1","01009008.02","God","0","0","0"
"01009012.1","01009016.1","01009012.02","God","0","0","0"
"01009017.1","01009017.2","01009017.01","God","0","0","0"
"01009025.1","01009025.2","01009025.01","Noah","0","0","0"
"01009026.1","01009027.1","01009026.01","Noah","0","0","0"
"01010009.1","01010009.2",,"#saying","0","0","0"
"01011003.1","01011003.2","01011003.02","#people","0","0","0"
"01011004.1","01011004.2","01011004.02","#people","0","0","0"
"01011006.1","01011007.1","01011006.03","Lord","0","0","0"
"01012001.1","01012003.1","01012001.07","Lord","0","0","0"
"01012007.1","01012007.2","01012007.03","Lord","0","0","0"
"01012011.1","01012013.1","01012011.08","Abraham","0","0","0"
"01012012.1","01012012.2","01012012.07","Egyptians","0","1","0"
"01012018.1","01012019.3","01012018.02","Pharaoh","0","0","0"
"01012019.1","01012019.2","01012019.03","@Abraham","0","1","0"
"01013008.1","01013009.1","01013008.02","Abraham","0","0","0"
"01013014.1","01013017.1","01013014.02","Lord","0","0","0"
"01014019.1","01014020.1","01014019.02","Melchizedek","0","0","0"
"01014021.1","01014021.2","01014021.03 01014021.04 01014021.05","king of Sodom","0","0","0"
"01014022.1","01014024.1","01014022.02","Abraham","0","0","0"
"01014023.1","01014023.2","01014023.18","@king of Sodom","0","1","0"
"01015001.1","01015001.2","01015001.12","Lord","0","0","0"
"01015002.1","01015002.2","01015002.02","Abraham","0","0","0"
"01015003.1","01015003.2","01015003.02","Abraham","0","0","0"
"01015004.1","01015004.2","01015004.07","Lord","0","0","0"
"01015005.1","01015005.2","01015005.02","Lord","0","0","0"
"01015005.3","01015005.4","01015005.23","Lord","0","0","0"
"01015007.1","01015007.2","01015007.02","Lord","0","0","0"
"01015008.1","01015008.2","01015008.02","Abraham","0","0","0"
"01015009.1","01015009.2","01015009.01","God","0","0","0"
"01015013.1","01015016.1","01015013.03","Lord","0","0","0"
"01015018.1","01015021.1","01015018.05","Lord","0","0","0"
"01016002.1","01016002.2","01016002.02","Sarah","0","0","0"
"01016005.1","01016005.2","01016005.02","Sarah","0","0","0"
"01016006.1","01016006.2","01016006.02","Abraham","0","0","0"
"01016008.1","01016008.2","01016008.02","angel","0","0","0"
"01016008.3","01016008.4","01016008.18","Hagar","0","0","0"
"01016009.1","01016009.2","01016009.02 01016009.03 01016009.04 01016009.05","angel","0","0","0"
"01016010.1","01016010.2","01016010.02 01016010.03 01016010.04 01016010.05","angel","0","0","0"
"01016011.1","01016012.1","01016011.03 01016011.04 01016011.05 01016011.06","angel","0","0","0"
"01016013.1","01016013.2","01016013.02","Hagar","0","0","0"
"01016013.3","01016013.4","01016013.20","Hagar","1","0","0"
"01017001.1","01017002.1","01017001.14","Lord","0","0","0"
"01017004.1","01017008.1","01017003.08","God","0","0","0"
"01017009.1","01017014.1","01017009.02","God","0","0","0"
"01017015.1","01017016.1","01017015.05","God","0","0","0"
"01017017.1","01017017.2","01017017.02","Abraham","0","0","0"
"01017018.1","01017018.2","01017018.02","Abraham","0","0","0"
"01017019.1","01017021.1","01017019.01","God","0","0","0"
"01018003.1","01018005.1","01018002.22","Abraham","0","0","0"
"01018005.2","01018005.3","01018005.28","#people","0","0","0"
"01018006.1","01018006.2","01018006.02","Abraham","0","0","0"
"01018009.1","01018009.2","01018009.01","#people","0","0","0"
"01018009.3","01018009.4","01018009.11","Abraham","0","0","0"
"01018010.1","01018010.2","01018010.02","Lord","0","0","0"
"01018012.1","01018012.2","01018012.02","Sarah","0","0","0"
"01018013.1","01018014.1","01018013.02","Lord","0","0","0"
"01018013.2","01018013.3","01018013.08","@Sarah","0","1","0"
"01018015.1","01018015.2","01018015.02","Sarah","0","0","0"
"01018015.3","01018015.4","01018015.14","God","0","0","0"
"01018017.1","01018019.1","01018017.02","Lord","0","0","0"
"01018020.1","01018021.1","01018020.03","Lord","0","0","0"
"01018023.1","01018025.1","01018023.02","Abraham","0","0","0"
"01018026.1","01018026.2","01018026.03","Lord","0","0","0"
"01018027.1","01018028.1","01018027.01","Abraham","0","0","0"
"01018028.2","01018028.3","01018028.20","God","0","0","0"
"01018029.1","01018029.2","01018029.02","Abraham","0","0","0"
"01018029.3","01018029.4","01018029.13","God","0","0","0"
"01018030.1","01018030.2","01018030.02","Abraham","0","0","0"
"01018030.3","01018030.4","01018030.20","God","0","0","0"
"01018031.1","01018031.2","01018031.01","Abraham","0","0","0"
"01018031.3","01018031.4","01018031.17","God","0","0","0"
"01018032.1","01018032.2","01018032.02","Abraham","0","0","0"
"01018032.3","01018032.4","01018032.24","God","0","0","0"
"01019002.1","01019002.2","01019001.23","Lot","0","0","0"
"01019002.3","01019002.4","01019002.31","angels","0","0","0"
"01019005.1","01019005.2","01019005.02","#people","0","0","0"
"01019007.1","01019008.1","01019006.01","Lot","0","0","0"
"01019009.1","01019009.2","01019009.02","angels","0","0","0"
"01019009.3","01019009.4","01019009.07","#people","0","0","0"
"01019012.1","01019013.1","01019012.03","angels","0","0","0"
"01019014.1","01019014.2","01019014.02","Lot","0","0","0"
"01019015.1","01019015.2","01019015.05","angels","0","0","0"
"01019017.1","01019017.2","01019017.07","angel","0","0","0"
"01019018.1","01019020.1","01019018.02","Lot","0","0","0"
"01019021.1","01019022.1","01019021.01","angel","0","0","0"
"01019031.1","01019032.1","01019031.03","Lot's daughter","0","0","0"
"01019034.1","01019034.2","01019034.05","Lot's daughter","0","0","0"
"01020002.1","01020002.2","01020002.02","Abraham","0","0","0"
"01020003.1","01020003.2","01020003.02","God","0","0","0"
"01020004.1","01020005.5","01020004.08","Abimelech","0","0","0"
"01020005.1","01020005.2","01020005.02","@Abraham","0","1","0"
"01020005.3","01020005.4","01020005.13","@Sarah","0","1","0"
"01020006.1","01020007.1","01020006.02","God","0","0","0"
"01020009.1","01020009.2","01020009.02","Abimelech","0","0","0"
"01020010.1","01020010.2","01020010.02","Abimelech","0","0","0"
"01020011.1","01020013.3","01020011.01","Abraham","0","0","0"
"01020013.1","01020013.2","01020013.12","@Abraham","0","1","0"
"01020015.1","01020015.2","01020015.02","Abimelech","0","0","0"
"01020016.1","01020016.2","01020016.03","Abimelech","0","0","0"
"01021006.1","01021006.2","01021006.02","Sarah","0","0","0"
"01021007.1","01021007.2","01021007.02","Sarah","0","0","0"
"01021010.1","01021010.2","01021010.02","Sarah","0","0","0"
"01021012.1","01021013.1","01021012.02","God","0","0","0"
"01021016.1","01021016.2","01021016.20","Hagar","0","0","0"
"01021017.1","01021018.1","01021017.11","angel","0","0","0"
"01021022.1","01021023.1","01021022.08 01021022.09 01021022.10","Abimelech,Phicol","0","0","0"
"01021024.1","01021024.2","01021024.02","Abraham","0","0","0"
"01021026.1","01021026.2","01021026.01","Abimelech","0","0","0"
"01021029.1","01021029.2","01021029.02","Abimelech","0","0","0"
"01021030.1","01021030.2","01021030.01","Abraham","0","0","0"
"01022001.1","01022001.2","01022001.08","God","0","0","0"
"01022001.3","01022001.4","01022001.17","Abraham","0","0","0"
"01022002.1","01022002.2","01022002.01","God","0","0","0"
"01022005.1","01022005.2","01022005.02","Abraham","0","0","0"
"01022007.1","01022007.2","01022007.02","Isaac","0","0","0"
"01022007.3","01022007.4","01022007.11","Abraham","0","0","0"
"01022007.5","01022007.6","01022007.18","Isaac","0","0","0"
"01022008.1","01022008.2","01022008.01","Abraham","0","0","0"
"01022011.1","01022011.2","01022011.03","angel","0","0","0"
"01022011.3","01022011.4","01022011.17","Abraham","0","0","0"
"01022012.1","01022012.2","01022012.01","angel","0","0","0"
"01022014.1","01022014.2","01022014.02","Abraham","0","0","0"
"01022014.3","01022014.4",,"#saying","0","0","0"
"01022016.1","01022018.1","01022015.03","angel","0","0","0"
"01022020.1","01022022.1",,"#unspecified","0","0","0"
"01023004.1","01023004.2","01023003.02","Abraham","0","0","0"
"01023006.1","01023006.2","01023005.02","Hittites","0","0","0"
"01023008.1","01023009.1","01023008.02","Abraham","0","0","0"
"01023011.1","01023011.2","01023010.09","Ephron","0","0","0"
"01023013.1","01023013.2","01023013.02","Abraham","0","0","0"
"01023015.1","01023015.2","01023014.01","Ephron","0","0","0"
"01024002.1","01024004.1","01024002.02","Abraham","0","0","0"
"01024005.1","01024005.2","01024005.02","#unnamed","0","0","0"
"01024006.1","01024008.1","01024006.01","Abraham","0","0","0"
"01024007.1","01024007.2","01024007.02","@Lord","0","1","0"
"01024012.1","01024014.5","01024012.02","Abraham's servant","0","0","0"
"01024014.1","01024014.2","01024014.07","Abraham's servant","0","1","0"
"01024014.3","01024014.4","01024014.20","#woman","0","1","0"
"01024017.1","01024017.2","01024017.03","Abraham's servant","0","0","0"
"01024018.1","01024018.2","01024018.01","Rebekah","0","0","0"
"01024019.1","01024019.2","01024019.09","Rebekah","0","0","0"
"01024023.1","01024023.2","01024022.08","Abraham's servant","0","0","0"
"01024024.1","01024024.2","01024024.01","Rebekah","0","0","0"
"01024025.1","01024025.2","01024025.01","Rebekah","1","0","0"
"01024027.1","01024027.2","01024026.02","Abraham's servant","0","0","0"
"01024030.1","01024030.2","01024030.20","Rebekah","0","0","0"
"01024031.1","01024031.2","01024031.01","Laban","0","0","0"
"01024033.1","01024033.2","01024033.10","Abraham's servant","0","0","0"
"01024033.3","01024033.4","01024033.25","Laban","0","0","0"
"01024034.1","01024049.1","01024034.02","Abraham's servant","0","0","0"
"01024037.1","01024038.1","01024037.02","@Abraham","0","1","0"
"01024039.1","01024039.2","01024039.01","@Abraham's servant","0","1","0"
"01024040.1","01024041.1","01024040.02","@Abraham","0","1","0"
"01024042.2","01024044.3","01024042.01","@Abraham's servant","0","1","0"
"01024043.1","01024043.2","01024043.21","@Abraham's servant","0","1","0"
"01024044.1","01024044.2","01024044.02","@woman","0","1","0"
"01024045.2","01024045.3","01024045.30","@Abraham's servant","0","1","0"
"01024046.1","01024046.2","01024046.01","Rebekah","0","1","0"
"01024047.1","01024047.2","01024047.02","@Abraham's servant","0","1","0"
"01024047.3","01024047.4","01024047.09","@Rebekah","0","1","0"
"01024050.1","01024051.1","01024050.02 01024050.04","Laban,Bethuel","0","0","0"
"01024054.1","01024054.2","01024054.25","Abraham's servant","0","0","0"
"01024055.1","01024055.2","01024055.02 01024055.05","Laban,Rebekah's mother","0","0","0"
"01024056.1","01024056.2","01024056.02","Abraham's servant","0","0","0"
"01024057.1","01024057.2","01024057.01","Laban,Rebekah's mother","0","0","0"
"01024058.1","01024058.2","01024058.02","Laban,Rebekah's mother","0","0","0"
"01024058.3","01024058.4","01024058.15","Rebekah","0","0","0"
"01024060.1","01024060.2","01024060.02","Laban,Rebekah's mother","0","0","0"
"01024065.1","01024065.2","01024064.02","Rebekah","0","0","0"
"01024065.3","01024065.4","01024065.18","Abraham's servant","0","0","0"
"01025022.1","01025022.2","01025022.08","Rebekah","0","0","0"
"01025023.1","01025023.2","01025023.03","Lord","0","0","0"
"01025030.1","01025030.2","01025030.02","Esau","0","0","0"
"01025031.1","01025031.2","01025031.01","Jacob","0","0","0"
"01025032.1","01025032.2","01025032.01","Esau","0","0","0"
"01025033.1","01025033.2","01025033.01","Jacob","0","0","0"
"01026002.1","01026005.1","01026002.03","Lord","0","0","0"
"01026007.1","01026007.2","01026007.12","Isaac","0","0","0"
"01026007.3","01026007.4","01026007.19","Isaac","0","0","0"
"01026007.5","01026007.6","01026007.19","Isaac","1","0","0"
"01026009.1","01026009.4","01026009.02","Abimelech","0","0","0"
"01026009.2","01026009.3","01026009.15","@Isaac","0","1","0"
"01026009.5","01026009.8","01026009.21","Isaac","0","0","0"
"01026009.6","01026009.7","01026009.26","Isaac","0","1","0"
"01026010.1","01026010.2","01026010.01","Abimelech","0","0","0"
"01026011.1","01026011.2","01026011.02","Abimelech","0","0","0"
"01026016.1","01026016.2","01026016.02","Abimelech","0","0","0"
"01026020.1","01026020.2","01026020.02 01026020.03 01026020.04","#people","0","0","0"
"01026022.1","01026022.2","01026022.18","Isaac","0","0","0"
"01026024.1","01026024.2","01026024.03","Lord","0","0","0"
"01026027.1","01026027.2","01026027.01","Isaac","0","0","0"
"01026028.1","01026029.1","01026028.01","Abimelech,Ahuzzath,Phicol","0","0","0"
"01026032.1","01026032.2","01026032.04 01026032.05","#people","0","0","0"
"01027001.1","01027001.2","01027001.19","Isaac","0","0","0"
"01027001.3","01027001.4","01027001.32","Esau","0","0","0"
"01027002.1","01027004.1","01027002.01","Isaac","0","0","0"
"01027006.1","01027010.1","01027006.01","Rebekah","0","0","0"
"01027007.1","01027007.2","01027006.10","@Isaac","0","1","0"
"01027011.1","01027012.1","01027011.02","Jacob","0","0","0"
"01027013.1","01027013.2","01027013.02","Rebekah","0","0","0"
"01027018.1","01027018.2","01027018.02","Jacob","0","0","0"
"01027018.3","01027018.4","01027018.13","Isaac","0","0","0"
"01027019.1","01027019.2","01027019.01","Jacob","0","0","0"
"01027020.1","01027020.2","01027020.02","Isaac","0","0","0"
"01027020.3","01027020.4","01027020.19","Jacob","0","0","0"
"01027021.1","01027021.2","01027021.02","Isaac","0","0","0"
"01027022.1","01027022.2","01027022.09","Isaac","0","0","0"
"01027024.1","01027024.2","01027024.01","Isaac","0","0","0"
"01027024.3","01027024.4","01027024.09","Jacob","0","0","0"
"01027025.1","01027025.2","01027025.02","Isaac","0","0","0"
"01027026.1","01027026.2","01027026.04","Isaac","0","0","0"
"01027027.1","01027029.1","01027027.09","Isaac","0","0","0"
"01027031.1","01027031.2","01027031.13","Esau","0","0","0"
"01027032.1","01027032.2","01027032.03","Isaac","0","0","0"
"01027032.3","01027032.4","01027032.10","Esau","0","0","0"
"01027033.1","01027033.2","01027033.02","Isaac","0","0","0"
"01027034.1","01027034.2","01027034.11","Esau","0","0","0"
"01027035.1","01027035.2","01027035.02","Isaac","0","0","0"
"01027036.1","01027036.2","01027036.01","Esau","0","0","0"
"01027036.3","01027036.4","01027036.32","Esau","1","0","0"
"01027037.1","01027037.2","01027037.01","Isaac","0","0","0"
"01027038.1","01027038.2","01027038.01","Esau","0","0","0"
"01027039.1","01027040.1","01027039.02","Isaac","0","0","0"
"01027041.1","01027041.2","01027041.17","Esau","0","0","0"
"01027042.1","01027045.1","01027042.14","Rebekah","0","0","0"
"01027046.1","01027046.2","01027046.02","Rebekah","0","0","0"
"01028001.1","01028004.1","01028001.06","Isaac","0","0","0"
"01028006.1","01028006.2","01028006.31","Isaac","0","0","0"
"01028013.1","01028015.1","01028013.04","Lord","0","0","0"
"01028016.1","01028016.2","01028016.02","Jacob","0","0","0"
"01028017.1","01028017.2","01028017.02","Jacob","0","0","0"
"01028020.1","01028022.1","01028020.02","Jacob","0","0","0"
"01029004.1","01029004.2","01029004.01","Jacob","0","0","0"
"01029004.3","01029004.4","01029004.12","#people","0","0","0"
"01029005.1","01029005.2","01029005.01","Jacob","0","0","0"
"01029005.3","01029005.4","01029005.13","#people","0","0","0"
"01029006.1","01029006.2","01029006.01","Jacob","0","0","0"
"01029006.3","01029006.4","01029006.10","#people","0","0","0"
"01029007.1","01029007.2","01029007.01","Jacob","0","0","0"
"01029008.1","01029008.2","01029008.02","#people","0","0","0"
"01029014.1","01029014.2","01029014.02","Laban","0","0","0"
"01029015.1","01029015.2","01029015.02","Laban","0","0","0"
"01029018.1","01029018.2","01029018.05","Jacob","0","0","0"
"01029019.1","01029019.2","01029019.01","Laban","0","0","0"
"01029021.1","01029021.2","01029021.02","Jacob","0","0","0"
"01029025.1","01029025.2","01029025.10","Jacob","0","0","0"
"01029026.1","01029027.1","01029026.01","Laban","0","0","0"
"01029032.1","01029032.2","01029032.15","Leah","0","0","0"
"01029033.1","01029033.2","01029033.01","Leah","0","0","0"
"01029034.1","01029034.2","01029034.02","Leah","0","0","0"
"01029035.1","01029035.2","01029035.02","Leah","0","0","0"
"01030001.1","01030001.2","01030001.14","Rachel","0","0","0"
"01030002.1","01030002.2","01030002.08","Jacob","0","0","0"
"01030003.1","01030003.2","01030003.02","Rachel","0","0","0"
"01030006.1","01030006.2","01030006.02","Rachel","0","0","0"
"01030008.1","01030008.2","01030008.02","Rachel","0","0","0"
"01030011.1","01030011.2","01030011.02","Leah","0","0","0"
"01030013.1","01030013.2","01030013.02","Leah","0","0","0"
"01030014.1","01030014.2","01030014.23","Rachel","0","0","0"
"01030015.1","01030015.2","01030015.02","Leah","0","0","0"
"01030015.3","01030015.4","01030015.26","Rachel","0","0","0"
"01030016.1","01030016.2","01030016.10","Leah","0","0","0"
"01030018.1","01030018.2","01030018.01","Leah","0","0","0"
"01030020.1","01030020.2","01030020.02","Leah","0","0","0"
"01030023.1","01030023.2","01030023.01","Rachel","0","0","0"
"01030024.1","01030024.2","01030024.02","Rachel","0","0","0"
"01030025.1","01030026.1","01030025.10","Jacob","0","0","0"
"01030027.1","01030028.1","01030027.02","Laban","0","0","0"
"01030029.1","01030030.1","01030029.01","Jacob","0","0","0"
"01030031.1","01030031.2","01030031.01","Laban","0","0","0"
"01030031.3","01030033.1","01030031.08","Jacob","0","0","0"
"01030034.1","01030034.2","01030034.01","Laban","0","0","0"
"01031001.1","01031001.2","01031001.10 01031001.11 01031001.12","Laban's sons","0","0","0"
"01031003.1","01031003.2","01031003.03","Lord","0","0","0"
"01031005.1","01031013.2","01031004.02","Jacob","0","0","0"
"01031008.1","01031008.2","01031008.02","@Laban","0","1","0"
"01031008.3","01031008.4","01031008.18","@Laban","0","1","0"
"01031011.1","01031011.2","01031011.03","angel","0","1","0"
"01031011.3","01031011.4","01031011.14","Jacob","0","1","0"
"01031012.1","01031013.1","01031012.02","angel","0","1","0"
"01031014.1","01031016.1","01031014.02 01031014.04","Rachel,Leah","0","0","0"
"01031024.1","01031024.2","01031024.02","God","0","0","0"
"01031026.1","01031030.1","01031026.02","Laban","0","0","0"
"01031029.1","01031029.2","01031029.12","@God","0","1","0"
"01031031.1","01031032.1","01031031.01","Jacob","0","0","0"
"01031035.1","01031035.2","01031035.02","Rachel","0","0","0"
"01031036.1","01031042.1","01031036.08","Jacob","0","0","0"
"01031043.1","01031044.1","01031043.02","Laban","0","0","0"
"01031046.1","01031046.2","01031046.02","Jacob","0","0","0"
"01031048.1","01031048.2","01031048.01","Laban","0","0","0"
"01031049.1","01031050.1","01031049.04","Laban","0","0","0"
"01031051.1","01031053.1","01031051.02","Laban","0","0","0"
"01032002.1","01032002.2","01032002.03","Jacob","0","0","0"
"01032004.1","01032005.2","01032003.02","Jacob","0","0","0"
"01032004.2","01032005.1","01032004.15","@Jacob","0","1","0"
"01032006.1","01032006.2","01032006.03","#people","0","0","0"
"01032008.1","01032008.2","01032007.08","Jacob","0","0","0"
"01032009.1","01032012.3","01032009.02","Jacob","0","0","0"
"01032009.2","01032009.3","01032009.17","@Lord","0","1","0"
"01032012.1","01032012.2","01032012.02","@God","0","1","0"
"01032016.1","01032016.2","01032016.02","Jacob","0","0","0"
"01032017.1","01032018.3","01032017.01","Jacob","0","0","0"
"01032017.2","01032017.3","01032017.06","@Esau","0","1","0"
"01032018.1","01032018.2","01032018.02","#people","0","1","0"
"01032019.1","01032020.3","01032019.01","Jacob","0","0","0"
"01032020.1","01032020.2","01032020.02","#people","0","1","0"
"01032020.4","01032020.5","01032020.13","Jacob","0","0","0"
"01032026.1","01032026.2","01032026.02","God","0","0","0"
"01032026.3","01032026.4","01032026.13","Jacob","0","0","0"
"01032027.1","01032027.2","01032027.02","God","0","0","0"
"01032027.3","01032027.4","01032027.11","Jacob","0","0","0"
"01032028.1","01032028.2","01032028.02","God","0","0","0"
"01032029.1","01032029.2","01032029.02","Jacob","0","0","0"
"01032029.3","01032029.4","01032029.11","God","0","0","0"
"01032030.1","01032030.2","01032030.02","Jacob","0","0","0"
"01033005.1","01033005.2","01033005.14","Esau","0","0","0"
"01033005.3","01033005.4","01033005.21","Jacob","0","0","0"
"01033008.1","01033008.2","01033008.01","Esau","0","0","0"
"01033008.3","01033008.4","01033008.14","Jacob","0","0","0"
"01033009.1","01033009.2","01033009.02","Esau","0","0","0"
"01033010.1","01033011.1","01033010.01","Jacob","0","0","0"
"01033012.1","01033012.2","01033012.02","Esau","0","0","0"
"01033013.1","01033014.1","01033013.02","Jacob","0","0","0"
"01033015.1","01033015.2","01033015.02","Esau","0","0","0"
"01033015.3","01033015.4","01033015.18","Jacob","0","0","0"
"01034004.1","01034004.2","01034004.02","Shechem","0","0","0"
"01034008.1","01034010.1","01034008.02","Hamor","0","0","0"
"01034011.1","01034012.1","01034011.01","Shechem","0","0","0"
"01034014.1","01034017.1","01034014.01","Jacob's sons","0","0","0"
"01034021.1","01034023.1","01034020.02 01034020.06","Hamor,Shechem","0","0","0"
"01034030.1","01034030.2","01034030.02","Jacob","0","0","0"
"01034031.1","01034031.2","01034031.02","Simeon,Levi","0","0","0"
"01035001.1","01035001.2","01035001.06","God","0","0","0"
"01035002.1","01035003.1","01035002.02","Jacob","0","0","0"
"01035010.1","01035010.2","01035010.02","God","0","0","0"
"01035011.1","01035012.1","01035011.02","God","0","0","0"
"01035017.1","01035017.2","01035017.10","Rachel's midwife","0","0","0"
"01037006.1","01037007.1","01037006.01","Joseph","0","0","0"
"01037008.1","01037008.2","01037008.02","Joseph's brothers","0","0","0"
"01037009.1","01037009.2","01037009.02","Joseph","0","0","0"
"01037010.1","01037010.2","01037010.14","Israel","0","0","0"
"01037013.1","01037013.2","01037013.02","Israel","0","0","0"
"01037013.3","01037013.4","01037013.23","Joseph","0","0","0"
"01037014.1","01037014.2","01037014.02","Israel","0","0","0"
"01037015.1","01037015.2","01037015.12","#unnamed","0","0","0"
"01037016.1","01037016.2","01037016.06","Joseph","0","0","0"
"01037016.3","01037016.4","01037016.06","Joseph","1","0","0"
"01037017.1","01037017.4","01037017.03","#unnamed","0","0","0"
"01037017.2","01037017.3","01037017.12","@Joseph's brothers","0","1","0"
"01037019.1","01037020.1","01037019.01","Joseph's brothers","0","0","0"
"01037021.1","01037021.2","01037021.03","Reuben","0","0","0"
"01037022.1","01037022.2","01037022.02","Reuben","0","0","0"
"01037026.1","01037027.1","01037026.02","Judah","0","0","0"
"01037030.1","01037030.2","01037029.16","Reuben","0","0","0"
"01037032.1","01037032.2","01037032.02","Joseph's brothers","0","0","0"
"01037033.1","01037033.2","01037033.02","Jacob","0","0","0"
"01037035.1","01037035.2","01037035.14","Jacob","0","0","0"
"01038008.1","01038008.2","01038008.02","Judah","0","0","0"
"01038011.1","01038011.2","01038011.02","Judah","0","0","0"
"01038013.1","01038013.2",,"#unspecified","0","0","0"
"01038016.1","01038016.2","01038016.01","Judah","0","0","0"
"01038016.3","01038016.4","01038016.27","Tamar","0","0","0"
"01038017.1","01038017.2","01038017.01","Judah","0","0","0"
"01038017.3","01038017.4","01038017.14","Tamar","0","0","0"
"01038018.1","01038018.2","01038018.01","Judah","0","0","0"
"01038018.3","01038018.4","01038018.09","Tamar","0","0","0"
"01038021.1","01038021.2","01038021.02","#unnamed (Judah's friend)","0","0","0"
"01038021.3","01038021.4","01038021.22","#people","0","0","0"
"01038022.1","01038022.4","01038022.02","#unnamed","0","0","0"
"01038022.2","01038022.3","01038022.15","#people","0","1","0"
"01038023.1","01038023.2","01038023.02","Judah","0","0","0"
"01038024.1","01038024.2",,"#unspecified","0","0","0"
"01038024.3","01038024.4","01038024.21","Judah","0","0","0"
"01038025.1","01038025.2","01038025.07","Tamar","0","0","0"
"01038025.3","01038025.4","01038025.24","Tamar","1","0","0"
"01038026.1","01038026.2","01038026.02","Judah","0","0","0"
"01038028.1","01038028.2","01038028.14","#unnamed","0","0","0"
"01038029.1","01038029.2","01038029.14","#unnamed","0","0","0"
"01039007.1","01039007.2","01039007.07","Potiphar's wife","0","0","0"
"01039008.1","01039009.1","01039008.02","Joseph","0","0","0"
"01039012.1","01039012.2","01039012.01","Potiphar's wife","0","0","0"
"01039014.1","01039015.1","01039014.01","Potiphar's wife","0","0","0"
"01039017.1","01039018.1","01039017.02","Potiphar's wife","0","0","0"
"01039019.1","01039019.2","01039019.11","Potiphar's wife","0","0","0"
"01040007.1","01040007.2","01040007.02","Joseph","0","0","0"
"01040008.1","01040008.2","01040008.01","Pharaoh's officers","0","0","0"
"01040008.3","01040008.4","01040008.18","Joseph","0","0","0"
"01040009.1","01040011.1","01040009.04","#unnamed","0","0","0"
"01040012.1","01040015.1","01040012.02","Joseph","0","0","0"
"01040016.1","01040017.1","01040016.04","#unnamed","0","0","0"
"01040018.1","01040019.1","01040018.02","Joseph","0","0","0"
"01041009.1","01041013.1","01041009.04","#unnamed","0","0","0"
"01041015.1","01041015.2","01041015.02","Pharaoh","0","0","0"
"01041016.1","01041016.2","01041016.01","Joseph","0","0","0"
"01041017.1","01041024.1","01041017.02","Pharaoh","0","0","0"
"01041025.1","01041036.1","01041025.02","Joseph","0","0","0"
"01041038.1","01041038.2","01041038.02","Pharaoh","0","0","0"
"01041039.1","01041040.1","01041039.02","Pharaoh","0","0","0"
